homeTeam;awayTeam;player;status;league;season;matchweek;date;team
Udinese;Frosinone;Francesco Gelli;firstSquad;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Matìas Soulé;firstSquad;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Abdou Harroui;firstSquad;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Anthony Oyono;firstSquad;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Ilario Monterisi;firstSquad;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Luca Mazzitelli;firstSquad;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Enzo Barrenechea;firstSquad;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Walid Cheddira;firstSquad;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Pierluigi Frattali;bench;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Michele Cerofolini;bench;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Marco Brescianini;bench;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Caleb Okoli;bench;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Jaime Báez;bench;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Kaio Jorge;bench;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Giuseppe Caso;bench;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Marvin Cuni;bench;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Luca Garritano;bench;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Giorgi Kvernadze;bench;SerieA;23_24;3;2023-09-02;Frosinone
Udinese;Frosinone;Mateus Lusuardi;bench;SerieA;23_24;3;2023-09-02;Frosinone
Napoli;Lazio;Alex Meret;firstSquad;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Juan Jesus;firstSquad;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Victor Osimhen;firstSquad;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Amir Rrahmani;firstSquad;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Mathías Olivera;firstSquad;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Piotr Zieliński;firstSquad;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Matteo Politano;firstSquad;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Giovanni Di Lorenzo;firstSquad;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Stanislav Lobotka;firstSquad;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Khvicha Kvaratskhelia;firstSquad;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Andre-Frank Zambo Anguissa;firstSquad;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Nikita Contini Baranovsky;bench;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Hubert Idasiak;bench;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Natan;bench;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Mário Rui;bench;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Elif Elmas;bench;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Giovanni Simeone;bench;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Alessio Zerbin;bench;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Jens Cajuste;bench;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Jesper Lindstrøm;bench;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Lorenzo Russo;bench;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Leo Skiri Østigård;bench;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Alessandro Zanoli;bench;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Gianluca Gaetano;bench;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Giacomo Raspadori;bench;SerieA;23_24;3;2023-09-02;Napoli
Napoli;Lazio;Ivan Provedel;firstSquad;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Daichi Kamada;firstSquad;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Felipe Anderson;firstSquad;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Luis Alberto;firstSquad;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Alessio Romagnoli;firstSquad;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Nicolò Casale;firstSquad;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Ciro Immobile;firstSquad;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Mattia Zaccagni;firstSquad;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Elseid Hysaj;firstSquad;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Danilo Cataldi;firstSquad;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Adam Marušić;firstSquad;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Luigi Sepe;bench;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Christos Mandas;bench;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Luca Pellegrini;bench;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Patric;bench;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Matías Vecino;bench;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Mattéo Guendouzi;bench;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Pedro;bench;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Gustav Isaksen;bench;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Valentín Castellanos;bench;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Toma Bašić;bench;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Manuel Lazzari;bench;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Mario Gila;bench;SerieA;23_24;3;2023-09-02;Lazio
Napoli;Lazio;Nicolò Rovella;bench;SerieA;23_24;3;2023-09-02;Lazio
Atalanta;Monza;Juan Musso;firstSquad;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Teun Koopmeiners;firstSquad;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Éderson;firstSquad;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Marten de Roon;firstSquad;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Charles De Ketelaere;firstSquad;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Berat Djimsiti;firstSquad;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Matteo Ruggeri;firstSquad;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Sead Kolašinac;firstSquad;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Giorgio Scalvini;firstSquad;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Davide Zappacosta;firstSquad;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Gianluca Scamacca;firstSquad;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Marco Carnesecchi;bench;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Francesco Rossi;bench;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Rafael Tolói;bench;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Emil Holm;bench;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;José Luis Palomino;bench;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Mario Pašalić;bench;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Luis Muriel;bench;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Ademola Lookman;bench;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Mitchel Bakker;bench;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Michel Ndary Adopo;bench;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Giovanni Bonfanti;bench;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Marco Palestra;bench;SerieA;23_24;3;2023-09-02;Atalanta
Atalanta;Monza;Michele Di Gregorio;firstSquad;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Armando Izzo;firstSquad;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Luca Caldirola;firstSquad;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Roberto Gagliardini;firstSquad;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Gianluca Caprari;firstSquad;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Samuele Birindelli;firstSquad;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Pablo Marí;firstSquad;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Andrea Colpani;firstSquad;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Matteo Pessina;firstSquad;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Dany Mota;firstSquad;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Patrick Ciurria;firstSquad;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Eugenio Lamanna;bench;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Alessandro Sorrentino;bench;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Stefano Gori;bench;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Pepín;bench;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Lorenzo Colombo;bench;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Franco Carboni;bench;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Pedro Pereira;bench;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Valentin Carboni;bench;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Mirko Marić;bench;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Warren Bondo;bench;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Andrea Carboni;bench;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Giorgio Cittadini;bench;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Giorgos Kyriakopoulos;bench;SerieA;23_24;3;2023-09-02;Monza
Atalanta;Monza;Samuele Vignato;bench;SerieA;23_24;3;2023-09-02;Monza
Torino;Genoa;Vanja Milinković-Savić;firstSquad;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Perr Schuurs;firstSquad;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Alessandro Buongiorno;firstSquad;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Ricardo Rodríguez;firstSquad;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Nikola Vlašić;firstSquad;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Raoul Bellanova;firstSquad;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Mërgim Vojvoda;firstSquad;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Samuele Ricci;firstSquad;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Adrien Tameze;firstSquad;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Karol Linetty;firstSquad;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Duván Zapata;firstSquad;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Luca Gemello;bench;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Mihai Popa;bench;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;David Zima;bench;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Yann Karamoh;bench;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Ivan Ilić;bench;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Nemanja Radonjić;bench;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Pietro Pellegri;bench;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Saba Sazonov;bench;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Valentino Lazaro;bench;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Demba Seck;bench;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Gvidas Gineitis;bench;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Brandon Soppy;bench;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Caumenan N'Guessan;bench;SerieA;23_24;3;2023-09-03;Torino
Torino;Genoa;Josep Martinez;firstSquad;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Radu Drăgușin;firstSquad;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Kevin Strootman;firstSquad;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Albert Guðmundsson;firstSquad;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Mattia Bani;firstSquad;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Ruslan Malinovskyi;firstSquad;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Mateo Retegui;firstSquad;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Stefano Sabelli;firstSquad;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Johan Vásquez;firstSquad;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Morten Frendrup;firstSquad;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Milan Badelj;firstSquad;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Nicola Leali;bench;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Daniele Sommariva;bench;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Morten Thorsby;bench;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Aarón Martín;bench;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Koni De Winter;bench;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Caleb Ekuban;bench;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Davide Biraschi;bench;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Filip Jagiełło;bench;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Berkan Kutlu;bench;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;Silvan Hefti;bench;SerieA;23_24;3;2023-09-03;Genoa
Torino;Genoa;George Pușcaș;bench;SerieA;23_24;3;2023-09-03;Genoa
Internazionale;Fiorentina;Yann Sommer;firstSquad;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Denzel Dumfries;firstSquad;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Stefan de Vrij;firstSquad;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Marcus Thuram;firstSquad;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Lautaro Martínez;firstSquad;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Hakan Çalhanoğlu;firstSquad;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Henrikh Mkhitaryan;firstSquad;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Nicolò Barella;firstSquad;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Federico Dimarco;firstSquad;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Matteo Darmian;firstSquad;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Alessandro Bastoni;firstSquad;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Alessandro Calligaris;bench;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Emil Audero;bench;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Juan Cuadrado;bench;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Marko Arnautović;bench;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Davy Klaassen;bench;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Davide Frattesi;bench;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Kristjan Asllani;bench;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Benjamin Pavard;bench;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Carlos;bench;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Yann Aurel Bisseck;bench;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Lucien Agoume;bench;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Issiaka Kamate;bench;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Amadou Sarr;bench;SerieA;23_24;3;2023-09-03;Internazionale
Internazionale;Fiorentina;Oliver Christensen;firstSquad;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Dodô;firstSquad;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Cristiano Biraghi;firstSquad;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Nikola Milenković;firstSquad;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Giacomo Bonaventura;firstSquad;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Arthur Melo;firstSquad;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Lucas Beltrán;firstSquad;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Nicolás González;firstSquad;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Luca Ranieri;firstSquad;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Rolando Mandragora;firstSquad;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Christian Kouamé;firstSquad;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Pietro Terracciano;bench;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Tommaso Martinelli;bench;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Riccardo Sottil;bench;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;M'Bala Nzola;bench;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Gino Infantino;bench;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Yerry Mina;bench;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Lucas Martínez Quarta;bench;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Alfred Duncan;bench;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Michael Kayode;bench;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Pietro Comuzzo;bench;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Fabiano Parisi;bench;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Lorenzo Amatucci;bench;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Josip Brekalo;bench;SerieA;23_24;3;2023-09-03;Fiorentina
Internazionale;Fiorentina;Aleksandr Kokorin;bench;SerieA;23_24;3;2023-09-03;Fiorentina
Lecce;Salernitana;Wladimiro Falcone;firstSquad;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Marin Pongračić;firstSquad;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Federico Baschirotto;firstSquad;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Pontus Almqvist;firstSquad;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Hamza Rafia;firstSquad;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Nikola Krstović;firstSquad;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Valentin Gendrey;firstSquad;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Ylber Ramadani;firstSquad;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Lameck Banda;firstSquad;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Antonino Gallo;firstSquad;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Mohamed Kaba;firstSquad;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Federico Brancolini;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Alexandru Borbei;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Remi Oudin;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Lorenzo Venuti;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Patrick Dorgu;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Joan Gonzàlez;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Medon Berisha;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Jeppe Corfitzen;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Zinedin Smajlovic;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Gabriel Strefezza;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Alexis Blin;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Rareș-Cătălin Burnete;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Kastriot Dermaku;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Ahmed Touba;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Roberto Piccoli;bench;SerieA;23_24;3;2023-09-03;Lecce
Lecce;Salernitana;Guillermo Ochoa;firstSquad;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Domagoj Bradarić;firstSquad;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Erik Botheim;firstSquad;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Lassana Coulibaly;firstSquad;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Grigoris Kastanos;firstSquad;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Jovane Cabral;firstSquad;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Norbert Gyömbér;firstSquad;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Matteo Lovato;firstSquad;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Antonio Candreva;firstSquad;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Lorenzo Pirola;firstSquad;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Mateusz Łęgowski;firstSquad;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Vincenzo Fiorillo;bench;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Benoît Costil;bench;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Pasquale Allocca;bench;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Junior Sambia;bench;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Agustín Martegani;bench;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Emil Bohinen;bench;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Federico Fazio;bench;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Chukwubuikem Ikwuemesi;bench;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Pasquale Mazzocchi;bench;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Loum Tchaouna;bench;SerieA;23_24;3;2023-09-03;Salernitana
Lecce;Salernitana;Andres Sfait;bench;SerieA;23_24;3;2023-09-03;Salernitana
Empoli;Juventus;Etrit Berisha;firstSquad;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Giuseppe Pezzella;firstSquad;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Sebastian Walukiewicz;firstSquad;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Francesco Caputo;firstSquad;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Răzvan Marin;firstSquad;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Bartosz Bereszyński;firstSquad;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Jacopo Fazzini;firstSquad;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Nicolò Cambiaghi;firstSquad;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Youssef Maleh;firstSquad;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Sebastiano Luperto;firstSquad;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Tommaso Baldanzi;firstSquad;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Samuele Perisan;bench;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Lovro Štubljar;bench;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Alberto Grassi;bench;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Steven Shpendi;bench;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Viktor Kovalenko;bench;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Emmanuel Gyasi;bench;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Liberato Cacace;bench;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Gabriele Guarino;bench;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Matteo Cancellieri;bench;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Filippo Ranocchia;bench;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Mattia Destro;bench;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Tyronne Ebuehi;bench;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Simone Bastoni;bench;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Ardian Ismajli;bench;SerieA;23_24;3;2023-09-03;Empoli
Empoli;Juventus;Mattia Perin;firstSquad;SerieA;23_24;3;2023-09-03;Juventus
Empoli;Juventus;Gleison Bremer;firstSquad;SerieA;23_24;3;2023-09-03;Juventus
Empoli;Juventus;Federico Gatti;firstSquad;SerieA;23_24;3;2023-09-03;Juventus
Empoli;Juventus;Manuel Locatelli;firstSquad;SerieA;23_24;3;2023-09-03;Juventus
Empoli;Juventus;Danilo;firstSquad;SerieA;23_24;3;2023-09-03;Juventus
Empoli;Juventus;Federico Chiesa;firstSquad;SerieA;23_24;3;2023-09-03;Juventus
Empoli;Juventus;Dušan Vlahović;firstSquad;SerieA;23_24;3;2023-09-03;Juventus
