homeTeam;awayTeam;player;status;league;season;matchweek;date;team
Frosinone;Napoli;Stefano Turati;firstSquad;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Riccardo Marchizza;firstSquad;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Simone Romagnoli;firstSquad;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Jaime Báez;firstSquad;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Giuseppe Caso;firstSquad;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Marvin Cuni;firstSquad;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Francesco Gelli;firstSquad;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Abdou Harroui;firstSquad;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Anthony Oyono;firstSquad;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Ilario Monterisi;firstSquad;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Luca Mazzitelli;firstSquad;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Michele Cerofolini;bench;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Lorenzo Palmisani;bench;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Marco Brescianini;bench;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Gennaro Borrelli;bench;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Matjaž Kamenšek Pahič;bench;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Hamza Haoudi;bench;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Luca Garritano;bench;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Giorgi Kvernadze;bench;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Luigi Canotto;bench;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Przemysław Szymiński;bench;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Soufiane Bidaoui;bench;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Daniel Macej;bench;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Enzo Barrenechea;bench;SerieA;23_24;1;2023-08-19;Frosinone
Frosinone;Napoli;Alex Meret;firstSquad;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Juan Jesus;firstSquad;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Victor Osimhen;firstSquad;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Amir Rrahmani;firstSquad;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Mathías Olivera;firstSquad;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Piotr Zieliński;firstSquad;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Matteo Politano;firstSquad;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Giovanni Di Lorenzo;firstSquad;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Jens Cajuste;firstSquad;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Stanislav Lobotka;firstSquad;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Giacomo Raspadori;firstSquad;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Nikita Contini Baranovsky;bench;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Pierluigi Gollini;bench;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Natan;bench;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Mário Rui;bench;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Elif Elmas;bench;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Hirving Lozano;bench;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Giovanni Simeone;bench;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Alessio Zerbin;bench;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Karim Zedadka;bench;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Lorenzo Russo;bench;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Leo Skiri Østigård;bench;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Alessandro Zanoli;bench;SerieA;23_24;1;2023-08-19;Napoli
Frosinone;Napoli;Andre-Frank Zambo Anguissa;bench;SerieA;23_24;1;2023-08-19;Napoli
Empoli;Hellas Verona;Elia Caprile;firstSquad;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Alberto Grassi;firstSquad;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Francesco Caputo;firstSquad;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Emmanuel Gyasi;firstSquad;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Liberato Cacace;firstSquad;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Răzvan Marin;firstSquad;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Matteo Cancellieri;firstSquad;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Tyronne Ebuehi;firstSquad;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Sebastiano Luperto;firstSquad;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Ardian Ismajli;firstSquad;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Tommaso Baldanzi;firstSquad;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Samuele Perisan;bench;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Lovro Štubljar;bench;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Giuseppe Pezzella;bench;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Steven Shpendi;bench;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Liam Henderson;bench;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Gabriele Guarino;bench;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Emmanuel Ekong;bench;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Filippo Ranocchia;bench;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Petar Stojanović;bench;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Luca Marianucci;bench;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Nicolas Haas;bench;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Roberto Piccoli;bench;SerieA;23_24;1;2023-08-19;Empoli
Empoli;Hellas Verona;Lorenzo Montipò;firstSquad;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Josh Doig;firstSquad;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Martin Hongla;firstSquad;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Giangiacomo Magnani;firstSquad;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Filippo Terracciano;firstSquad;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Cyril Ngonge;firstSquad;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Paweł Dawidowicz;firstSquad;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Ondrej Duda;firstSquad;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Diego Coppola;firstSquad;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Jordi Mboula;firstSquad;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Michael Folorunsho;firstSquad;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Alessandro Berardi;bench;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Simone Perilli;bench;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Bruno Amione;bench;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Milan Đurić;bench;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Joselito;bench;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Riccardo Saponara;bench;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Nicola Patanè;bench;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Juan Cabal;bench;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Alphadjo Cissè;bench;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Denis Cazzadori;bench;SerieA;23_24;1;2023-08-19;Hellas Verona
Empoli;Hellas Verona;Federico Bonazzoli;bench;SerieA;23_24;1;2023-08-19;Hellas Verona
Internazionale;Monza;Yann Sommer;firstSquad;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Denzel Dumfries;firstSquad;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Stefan de Vrij;firstSquad;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Marcus Thuram;firstSquad;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Lautaro Martínez;firstSquad;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Hakan Çalhanoğlu;firstSquad;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Henrikh Mkhitaryan;firstSquad;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Nicolò Barella;firstSquad;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Federico Dimarco;firstSquad;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Matteo Darmian;firstSquad;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Alessandro Bastoni;firstSquad;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Raffaele Di Gennaro;bench;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Emil Audero;bench;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Stefano Sensi;bench;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Juan Cuadrado;bench;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Marko Arnautović;bench;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Joaquín Correa;bench;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Francesco Acerbi;bench;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Davide Frattesi;bench;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Kristjan Asllani;bench;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Carlos;bench;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Yann Aurel Bisseck;bench;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Giacomo Stabile;bench;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Aleksandar Stanković;bench;SerieA;23_24;1;2023-08-19;Internazionale
Internazionale;Monza;Michele Di Gregorio;firstSquad;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Luca Caldirola;firstSquad;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Roberto Gagliardini;firstSquad;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Gianluca Caprari;firstSquad;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Pablo Marí;firstSquad;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Mirko Marić;firstSquad;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Andrea Colpani;firstSquad;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Matteo Pessina;firstSquad;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Danilo D'Ambrosio;firstSquad;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Giorgos Kyriakopoulos;firstSquad;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Patrick Ciurria;firstSquad;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Alessandro Sorrentino;bench;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Stefano Gori;bench;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Pepín;bench;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Franco Carboni;bench;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Pedro Pereira;bench;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Samuele Birindelli;bench;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Valentin Carboni;bench;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Andrea Petagna;bench;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Warren Bondo;bench;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Andrea Carboni;bench;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Giorgio Cittadini;bench;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Dany Mota;bench;SerieA;23_24;1;2023-08-19;Monza
Internazionale;Monza;Samuele Vignato;bench;SerieA;23_24;1;2023-08-19;Monza
Genoa;Fiorentina;Josep Martinez;firstSquad;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Morten Thorsby;firstSquad;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Aarón Martín;firstSquad;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Radu Drăgușin;firstSquad;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Albert Guðmundsson;firstSquad;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Mattia Bani;firstSquad;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Mateo Retegui;firstSquad;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Davide Biraschi;firstSquad;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Morten Frendrup;firstSquad;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Silvan Hefti;firstSquad;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Milan Badelj;firstSquad;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Nicola Leali;bench;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Daniele Sommariva;bench;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Koni De Winter;bench;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Massimo Coda;bench;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Mattia Aramu;bench;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Caleb Ekuban;bench;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Johan Vásquez;bench;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Filip Jagiełło;bench;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;George Pușcaș;bench;SerieA;23_24;1;2023-08-19;Genoa
Genoa;Fiorentina;Pietro Terracciano;firstSquad;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Cristiano Biraghi;firstSquad;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Nikola Milenković;firstSquad;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Giacomo Bonaventura;firstSquad;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Arthur Melo;firstSquad;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Nicolás González;firstSquad;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Luca Ranieri;firstSquad;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;M'Bala Nzola;firstSquad;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Michael Kayode;firstSquad;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Rolando Mandragora;firstSquad;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Josip Brekalo;firstSquad;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Tommaso Martinelli;bench;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Oliver Christensen;bench;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Dodô;bench;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Riccardo Sottil;bench;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Luka Jović;bench;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Lucas Beltrán;bench;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Gino Infantino;bench;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Abdelhamid Sabiri;bench;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Lucas Martínez Quarta;bench;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Alfred Duncan;bench;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Sofyan Amrabat;bench;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Pietro Comuzzo;bench;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Fabiano Parisi;bench;SerieA;23_24;1;2023-08-19;Fiorentina
Genoa;Fiorentina;Aleksandr Kokorin;bench;SerieA;23_24;1;2023-08-19;Fiorentina
Sassuolo;Atalanta;Andrea Consigli;firstSquad;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Martin Erlic;firstSquad;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Matheus Henrique;firstSquad;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Andrea Pinamonti;firstSquad;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Nedim Bajrami;firstSquad;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Matías Viña;firstSquad;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Mattia Viti;firstSquad;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Jeremy Toljan;firstSquad;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Maxime Lopez;firstSquad;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Armand Lauriente;firstSquad;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Grégoire Defrel;firstSquad;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Gianluca Pegolo;bench;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Alessio Cragno;bench;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Filippo Missori;bench;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Samuele Mulattieri;bench;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Emil Ceide;bench;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Kevin Miranda;bench;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Cristian Volpato;bench;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Daniel Boloca;bench;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Yeferson Paz;bench;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Luca Lipani;bench;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Kristian Thorstvedt;bench;SerieA;23_24;1;2023-08-20;Sassuolo
Sassuolo;Atalanta;Juan Musso;firstSquad;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Teun Koopmeiners;firstSquad;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Mario Pašalić;firstSquad;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Ademola Lookman;firstSquad;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Marten de Roon;firstSquad;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Berat Djimsiti;firstSquad;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Matteo Ruggeri;firstSquad;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Sead Kolašinac;firstSquad;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Giorgio Scalvini;firstSquad;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Davide Zappacosta;firstSquad;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Duván Zapata;firstSquad;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Marco Carnesecchi;bench;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Francesco Rossi;bench;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Rafael Tolói;bench;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Caleb Okoli;bench;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Luis Muriel;bench;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Éderson;bench;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Charles De Ketelaere;bench;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Mitchel Bakker;bench;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Nadir Zortea;bench;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Michel Ndary Adopo;bench;SerieA;23_24;1;2023-08-20;Atalanta
Sassuolo;Atalanta;Gianluca Scamacca;bench;SerieA;23_24;1;2023-08-20;Atalanta
Roma;Salernitana;Rui Patrício;firstSquad;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Bryan Cristante;firstSquad;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Chris Smalling;firstSquad;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Andrea Belotti;firstSquad;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Diego Llorente;firstSquad;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Houssem Aouar;firstSquad;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Gianluca Mancini;firstSquad;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Leonardo Spinazzola;firstSquad;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Rasmus Nissen;firstSquad;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Edoardo Bove;firstSquad;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Stephan El Shaarawy;firstSquad;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Pietro Boer;bench;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Mile Svilar;bench;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Rick Karsdorp;bench;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Obite N'Dicka;bench;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Leandro Paredes;bench;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Ola Solbakken;bench;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Zeki Çelik;bench;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Renato Sanches;bench;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Nicola Zalewski;bench;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Riccardo Pagano;bench;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Niccolò Pisilli;bench;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Filippo Alessio;bench;SerieA;23_24;1;2023-08-20;Roma
Roma;Salernitana;Guillermo Ochoa;firstSquad;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Domagoj Bradarić;firstSquad;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Erik Botheim;firstSquad;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Federico Fazio;firstSquad;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Lassana Coulibaly;firstSquad;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Grigoris Kastanos;firstSquad;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Norbert Gyömbér;firstSquad;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Giulio Maggiore;firstSquad;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Pasquale Mazzocchi;firstSquad;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Matteo Lovato;firstSquad;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Antonio Candreva;firstSquad;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Vincenzo Fiorillo;bench;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Benoît Costil;bench;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Junior Sambia;bench;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Boulaye Dia;bench;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Andrei Motoc;bench;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Andres Sfait;bench;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Antonio Iervolino;bench;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Emanuele Elia;bench;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Mamadou Coulibaly;bench;SerieA;23_24;1;2023-08-20;Salernitana
Roma;Salernitana;Mateusz Łęgowski;bench;SerieA;23_24;1;2023-08-20;Salernitana
Lecce;Lazio;Wladimiro Falcone;firstSquad;SerieA;23_24;1;2023-08-20;Lecce
Lecce;Lazio;Marin Pongračić;firstSquad;SerieA;23_24;1;2023-08-20;Lecce
Lecce;Lazio;Federico Baschirotto;firstSquad;SerieA;23_24;1;2023-08-20;Lecce
Lecce;Lazio;Pontus Almqvist;firstSquad;SerieA;23_24;1;2023-08-20;Lecce
Lecce;Lazio;Hamza Rafia;firstSquad;SerieA;23_24;1;2023-08-20;Lecce
Lecce;Lazio;Patrick Dorgu;firstSquad;SerieA;23_24;1;2023-08-20;Lecce
Lecce;Lazio;Joan Gonzàlez;firstSquad;SerieA;23_24;1;2023-08-20;Lecce
Lecce;Lazio;Valentin Gendrey;firstSquad;SerieA;23_24;1;2023-08-20;Lecce
Lecce;Lazio;Ylber Ramadani;firstSquad;SerieA;23_24;1;2023-08-20;Lecce
