player;shirtnumber;nationality;position;age;minutes;goals;assists;pens_made;pens_att;shots;shots_on_target;cards_yellow;cards_red;touches;tackles;interceptions;blocks;xg;npxg;xg_assist;sca;gca;passes_completed;passes;passes_pct;progressive_passes;carries;progressive_carries;take_ons;take_ons_won;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;pass_xa;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;passes_live;passes_dead;passes_free_kicks;through_balls;passes_switches;crosses;throw_ins;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;passes_offsides;passes_blocked;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;challenge_tackles;challenges;challenge_tackles_pct;challenges_lost;blocked_shots;blocked_passes;tackles_interceptions;clearances;errors;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;take_ons_won_pct;take_ons_tackled;take_ons_tackled_pct;carries_distance;carries_progressive_distance;carries_into_final_third;carries_into_penalty_area;miscontrols;dispossessed;passes_received;progressive_passes_received;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct
Boubacar Kamara;44;fr FRA;DM;23-262;90;0;0;0;0;1;0;0;0;69.0;0.0;1;0.0;0.0;0.0;0.0;2.0;0.0;51.0;60.0;85.0;6.0;43.0;2.0;3.0;2.0;596.0;228.0;30.0;34.0;88.2;17.0;20.0;85.0;0.0;1.0;0.0;0.0;1.0;8.0;0.0;0.0;59.0;1.0;1.0;2.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;16.0;41.0;13.0;1.0;69.0;66.7;0.0;0.0;234.0;117.0;3.0;0.0;2.0;1.0;53.0;0.0;0;4;2;0;0.0;0.0;0;6.0;1.0;1.0;50.0
Lucas Digne;12;fr FRA;LB,LW;30-023;90;0;0;0;0;0;0;1;0;58.0;2.0;1;1.0;0.0;0.0;0.2;5.0;0.0;37.0;50.0;74.0;2.0;25.0;0.0;1.0;0.0;590.0;222.0;20.0;23.0;87.0;14.0;18.0;77.8;3.0;5.0;60.0;0.2;3.0;1.0;1.0;0.0;40.0;10.0;2.0;0.0;0.0;8;5.0;3.0;1.0;2.0;0.0;0.0;3.0;2;1.0;1.0;0.0;1.0;2.0;50.0;1.0;0.0;1.0;3.0;2.0;0.0;2.0;19.0;17.0;22.0;1.0;58.0;0.0;0.0;0.0;87.0;53.0;1.0;0.0;0.0;0.0;33.0;7.0;0;1;3;0;0.0;0.0;0;3.0;1.0;0.0;100.0
Tyrone Mings;5;eng ENG;CB;30-152;30;0;0;0;0;1;0;0;0;8.0;0.0;1;0.0;0.0;0.0;0.0;2.0;0.0;5.0;5.0;100.0;0.0;4.0;0.0;0.0;0.0;119.0;86.0;0.0;0.0;;2.0;2.0;100.0;2.0;2.0;100.0;0.2;1.0;1.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;1.0;1.0;0.0;3.0;5.0;2.0;1.0;1.0;8.0;;0.0;;8.0;3.0;0.0;0.0;1.0;0.0;4.0;0.0;0;0;0;0;0.0;0.0;0;2.0;1.0;0.0;100.0
   Pau Torres;14;es ESP;CB;26-208;60;0;0;0;0;0;0;0;0;51.0;1.0;0;2.0;0.0;0.0;0.0;1.0;0.0;40.0;44.0;90.9;4.0;35.0;3.0;1.0;1.0;653.0;229.0;19.0;19.0;100.0;20.0;21.0;95.2;1.0;3.0;33.3;0.0;1.0;5.0;0.0;0.0;42.0;2.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;3.0;0.0;8.0;21.0;24.0;7.0;0.0;51.0;100.0;0.0;0.0;224.0;155.0;2.0;0.0;0.0;0.0;36.0;0.0;0;2;0;0;0.0;0.0;0;3.0;1.0;0.0;100.0
Ezri Konsa;4;eng ENG;CB;25-293;90;0;0;0;0;0;0;0;0;57.0;5.0;0;0.0;0.0;0.0;0.0;1.0;0.0;44.0;48.0;91.7;3.0;34.0;0.0;2.0;1.0;784.0;390.0;17.0;18.0;94.4;23.0;25.0;92.0;3.0;4.0;75.0;0.0;0.0;4.0;0.0;0.0;47.0;1.0;0.0;0.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;2.0;2.0;1.0;2.0;2.0;100.0;0.0;0.0;0.0;5.0;2.0;1.0;13.0;32.0;23.0;2.0;0.0;57.0;50.0;0.0;0.0;173.0;113.0;0.0;0.0;3.0;0.0;41.0;0.0;0;2;1;0;0.0;0.0;0;3.0;0.0;0.0;
Matty Cash;2;pl POL;RB,RW;26-005;86;0;0;0;0;2;1;1;0;62.0;0.0;1;2.0;0.7;0.7;0.0;2.0;0.0;43.0;51.0;84.3;2.0;25.0;2.0;2.0;1.0;646.0;174.0;20.0;21.0;95.2;20.0;25.0;80.0;1.0;2.0;50.0;0.0;0.0;1.0;0.0;0.0;33.0;18.0;3.0;0.0;0.0;1;15.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;3.0;24.0;25.0;13.0;1.0;62.0;50.0;0.0;0.0;168.0;90.0;2.0;0.0;2.0;1.0;30.0;2.0;0;5;3;0;0.0;0.0;0;7.0;0.0;0.0;
   Jaden Philogene Bidace;33;eng ENG;RW;21-185;4;0;0;0;0;0;0;0;0;4.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.0;75.0;0.0;2.0;2.0;0.0;0.0;27.0;5.0;3.0;3.0;100.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;4.0;;0.0;;39.0;39.0;1.0;1.0;0.0;0.0;3.0;1.0;0;0;0;0;0.0;0.0;0;1.0;0.0;0.0;
Emiliano Martínez;1;ar ARG;GK;30-344;90;0;0;0;0;0;0;1;0;32.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;27.0;85.2;0.0;16.0;0.0;0.0;0.0;490.0;259.0;10.0;11.0;90.9;10.0;10.0;100.0;3.0;6.0;50.0;0.0;0.0;0.0;0.0;0.0;22.0;5.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;1.0;0.0;24.0;32.0;0.0;0.0;0.0;32.0;;0.0;;57.0;34.0;0.0;0.0;0.0;0.0;14.0;0.0;0;1;0;0;0.0;0.0;0;2.0;0.0;0.0;
Yoane Wissa;11;cd COD;FW;26-344;71;1;0;0;0;3;2;0;0;31.0;1.0;1;4.0;0.3;0.3;0.1;2.0;0.0;12.0;18.0;66.7;3.0;12.0;2.0;1.0;1.0;183.0;49.0;8.0;11.0;72.7;3.0;5.0;60.0;1.0;1.0;100.0;0.1;2.0;0.0;2.0;0.0;15.0;3.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;3.0;2.0;1.0;0.0;1.0;9.0;13.0;9.0;6.0;31.0;100.0;0.0;0.0;45.0;18.0;1.0;2.0;0.0;2.0;13.0;5.0;0;1;3;1;0.0;0.0;0;4.0;0.0;1.0;0.0
   Kevin Schade;9;de GER;FW;21-259;19;0;0;0;0;1;0;0;0;5.0;0.0;0;0.0;0.3;0.3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;5.0;;0.0;;32.0;0.0;0.0;0.0;3.0;0.0;4.0;2.0;0;0;0;0;0.0;0.0;0;0.0;1.0;0.0;100.0
Bryan Mbeumo;19;cm CMR;FW;24-006;90;1;0;1;1;2;1;0;0;41.0;0.0;1;0.0;1.4;0.6;0.0;1.0;1.0;22.0;33.0;66.7;6.0;25.0;1.0;1.0;0.0;312.0;100.0;12.0;14.0;85.7;8.0;13.0;61.5;1.0;3.0;33.3;0.0;0.0;1.0;2.0;0.0;29.0;4.0;1.0;0.0;0.0;4;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;18.0;19.0;6.0;40.0;0.0;1.0;100.0;77.0;38.0;1.0;0.0;2.0;3.0;32.0;7.0;0;3;1;0;0.0;0.0;0;3.0;2.0;3.0;40.0
Vitaly Janelt;27;de GER;CM;25-095;90;0;0;0;0;1;1;0;0;31.0;1.0;0;1.0;0.0;0.0;0.0;4.0;0.0;20.0;25.0;80.0;3.0;13.0;0.0;0.0;0.0;379.0;112.0;10.0;10.0;100.0;6.0;9.0;66.7;3.0;3.0;100.0;0.0;1.0;1.0;0.0;0.0;23.0;2.0;2.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0;0.0;0.0;1.0;1.0;2.0;50.0;1.0;1.0;0.0;1.0;2.0;0.0;3.0;15.0;9.0;7.0;1.0;31.0;;0.0;;30.0;11.0;0.0;0.0;0.0;2.0;19.0;3.0;0;1;1;0;0.0;0.0;0;4.0;2.0;0.0;100.0
Christian Nørgaard;6;dk DEN;CM;29-156;71;0;0;0;0;0;0;0;0;38.0;1.0;2;2.0;0.0;0.0;0.0;2.0;0.0;19.0;22.0;86.4;2.0;16.0;0.0;1.0;0.0;330.0;143.0;10.0;10.0;100.0;7.0;7.0;100.0;2.0;3.0;66.7;0.0;0.0;2.0;1.0;0.0;21.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;3.0;2.0;0.0;2.0;15.0;14.0;9.0;3.0;38.0;0.0;1.0;100.0;46.0;3.0;0.0;0.0;1.0;0.0;17.0;1.0;0;0;0;0;0.0;0.0;0;7.0;1.0;1.0;50.0
   Shandon Baptiste;26;gd GRN;CM;25-127;19;0;0;0;0;0;0;0;0;5.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;66.7;0.0;3.0;0.0;0.0;0.0;65.0;42.0;0.0;0.0;;1.0;1.0;100.0;1.0;2.0;50.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;1.0;0.0;1.0;0.0;2.0;4.0;1.0;0.0;0.0;5.0;;0.0;;14.0;10.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0.0;0.0;0;1.0;0.0;0.0;
Mathias Jensen;8;dk DEN;CM;27-224;48;0;0;0;0;0;0;0;0;34.0;2.0;0;0.0;0.0;0.0;0.0;2.0;1.0;13.0;26.0;50.0;2.0;15.0;1.0;2.0;0.0;274.0;126.0;7.0;8.0;87.5;2.0;5.0;40.0;3.0;10.0;30.0;0.0;0.0;1.0;1.0;0.0;20.0;6.0;1.0;0.0;4.0;2;4.0;1.0;1.0;0.0;0.0;0.0;0.0;1;1.0;1.0;0.0;2.0;4.0;50.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;12.0;15.0;7.0;1.0;34.0;0.0;1.0;50.0;52.0;27.0;0.0;0.0;1.0;1.0;22.0;3.0;0;1;3;0;1.0;0.0;0;2.0;0.0;0.0;
   Mikkel Damsgaard;24;dk DEN;CM;23-041;42;0;0;0;0;1;1;0;0;21.0;1.0;0;2.0;0.1;0.1;0.0;0.0;0.0;12.0;14.0;85.7;4.0;12.0;0.0;0.0;0.0;234.0;112.0;6.0;6.0;100.0;4.0;5.0;80.0;2.0;3.0;66.7;0.0;0.0;3.0;0.0;0.0;13.0;1.0;1.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;9.0;10.0;3.0;1.0;21.0;;0.0;;20.0;13.0;0.0;0.0;1.0;0.0;10.0;0.0;0;1;1;0;0.0;0.0;0;6.0;0.0;0.0;
Rico Henry;3;eng ENG;LB;26-036;90;0;1;0;0;0;0;0;0;44.0;2.0;1;1.0;0.0;0.0;0.7;3.0;2.0;25.0;34.0;73.5;6.0;23.0;5.0;4.0;3.0;467.0;165.0;12.0;16.0;75.0;10.0;12.0;83.3;3.0;4.0;75.0;0.6;2.0;2.0;3.0;1.0;33.0;1.0;0.0;0.0;1.0;4;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0;1.0;1.0;0.0;2.0;2.0;100.0;0.0;0.0;1.0;3.0;2.0;0.0;4.0;14.0;17.0;13.0;3.0;44.0;75.0;1.0;25.0;180.0;110.0;2.0;2.0;2.0;2.0;26.0;3.0;0;2;1;0;0.0;0.0;0;5.0;1.0;1.0;50.0
Kristoffer Ajer;20;no NOR;CB;25-118;83;0;0;0;0;0;0;0;0;35.0;0.0;1;2.0;0.0;0.0;0.0;1.0;0.0;19.0;25.0;76.0;1.0;9.0;0.0;0.0;0.0;290.0;137.0;12.0;13.0;92.3;5.0;7.0;71.4;2.0;4.0;50.0;0.0;0.0;0.0;0.0;0.0;19.0;6.0;2.0;0.0;0.0;0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;6.0;0.0;7.0;20.0;8.0;7.0;1.0;35.0;;0.0;;66.0;38.0;0.0;0.0;1.0;1.0;16.0;0.0;0;1;0;0;0.0;0.0;0;1.0;3.0;0.0;100.0
   Mathias Jørgensen;13;dk DEN;CB;33-112;7;0;0;0;0;0;0;0;0;8.0;0.0;0;1.0;0.0;0.0;0.3;1.0;0.0;6.0;7.0;85.7;1.0;4.0;0.0;0.0;0.0;127.0;71.0;2.0;2.0;100.0;2.0;3.0;66.7;2.0;2.0;100.0;0.1;1.0;1.0;2.0;1.0;6.0;1.0;0.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;2.0;0.0;8.0;;0.0;;14.0;10.0;0.0;0.0;0.0;0.0;4.0;1.0;0;0;0;0;0.0;0.0;0;2.0;0.0;0.0;
Ethan Pinnock;5;jm JAM;CB;30-076;90;0;0;0;0;0;0;0;0;33.0;3.0;2;0.0;0.0;0.0;0.0;0.0;0.0;14.0;19.0;73.7;0.0;9.0;0.0;0.0;0.0;263.0;76.0;2.0;4.0;50.0;12.0;12.0;100.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;1.0;0.0;0.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2;1.0;2.0;0.0;1.0;2.0;50.0;1.0;0.0;0.0;5.0;10.0;0.0;13.0;21.0;10.0;3.0;0.0;33.0;;0.0;;66.0;15.0;0.0;0.0;0.0;0.0;12.0;0.0;0;0;0;0;0.0;0.0;0;2.0;3.0;0.0;100.0
Nathan Collins;22;ie IRL;CB;22-105;90;0;0;0;0;0;0;0;0;60.0;2.0;0;0.0;0.0;0.0;0.0;1.0;0.0;40.0;49.0;81.6;0.0;24.0;0.0;1.0;0.0;711.0;327.0;16.0;17.0;94.1;20.0;25.0;80.0;3.0;6.0;50.0;0.0;0.0;1.0;0.0;0.0;39.0;10.0;2.0;0.0;1.0;0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;2;1.0;1.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;2.0;9.0;0.0;14.0;37.0;20.0;3.0;2.0;60.0;0.0;0.0;0.0;46.0;29.0;0.0;0.0;0.0;0.0;35.0;1.0;0;0;1;0;0.0;0.0;0;6.0;2.0;5.0;28.6
Aaron Hickey;2;sct SCO;RB;21-064;71;0;0;0;0;1;0;1;0;31.0;3.0;0;1.0;0.0;0.0;0.1;1.0;0.0;22.0;25.0;88.0;1.0;17.0;1.0;2.0;1.0;318.0;137.0;13.0;13.0;100.0;7.0;8.0;87.5;2.0;2.0;100.0;0.1;1.0;1.0;0.0;0.0;24.0;1.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2;3.0;0.0;0.0;2.0;2.0;100.0;0.0;0.0;1.0;3.0;2.0;0.0;3.0;17.0;9.0;5.0;1.0;31.0;50.0;0.0;0.0;69.0;37.0;0.0;0.0;0.0;1.0;20.0;1.0;0;2;2;0;0.0;0.0;0;4.0;0.0;0.0;
   Mads Roerslev;30;dk DEN;RB;24-050;19;0;0;0;0;1;0;0;0;13.0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;11.0;63.6;0.0;6.0;0.0;0.0;0.0;120.0;45.0;4.0;5.0;80.0;3.0;6.0;50.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;10.0;1.0;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1.0;0.0;0.0;1.0;5.0;20.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;4.0;4.0;0.0;13.0;;0.0;;12.0;6.0;1.0;0.0;0.0;0.0;8.0;2.0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;
Mark Flekken;1;nl NED;GK;30-061;90;0;0;0;0;0;0;0;0;34.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;32.0;71.9;0.0;22.0;0.0;0.0;0.0;696.0;460.0;4.0;4.0;100.0;11.0;11.0;100.0;8.0;17.0;47.1;0.0;0.0;2.0;0.0;0.0;24.0;8.0;2.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;31.0;33.0;1.0;0.0;0.0;34.0;;0.0;;143.0;81.0;0.0;0.0;0.0;0.0;14.0;0.0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;
Richarlison;9;br BRA;FW;26-095;90;0;0;0;0;2;1;0;0;30.0;0.0;0;0.0;0.2;0.2;0.0;1.0;0.0;13.0;18.0;72.2;1.0;21.0;1.0;5.0;3.0;152.0;12.0;9.0;10.0;90.0;3.0;3.0;100.0;0.0;0.0;;0.0;1.0;1.0;0.0;0.0;17.0;1.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;6.0;23.0;7.0;30.0;60.0;2.0;40.0;96.0;21.0;0.0;1.0;3.0;3.0;21.0;3.0;0;0;0;0;0.0;0.0;0;1.0;0.0;5.0;0.0
Son Heung-min;7;kr KOR;LW;31-036;74;0;0;0;0;2;1;0;0;42.0;1.0;0;0.0;0.1;0.1;0.0;2.0;0.0;31.0;37.0;83.8;5.0;33.0;3.0;2.0;1.0;381.0;59.0;23.0;26.0;88.5;8.0;10.0;80.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;36.0;1.0;0.0;0.0;0.0;2;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;35.0;7.0;42.0;50.0;1.0;50.0;190.0;108.0;1.0;2.0;0.0;2.0;36.0;11.0;0;1;1;0;0.0;1.0;0;2.0;0.0;0.0;
   Ivan Perišić;14;hr CRO;LW;34-192;16;0;0;0;0;0;0;0;0;17.0;0.0;0;0.0;0.0;0.0;0.1;2.0;0.0;11.0;16.0;68.8;3.0;13.0;2.0;3.0;3.0;172.0;97.0;5.0;7.0;71.4;5.0;8.0;62.5;1.0;1.0;100.0;0.1;1.0;0.0;2.0;1.0;14.0;2.0;0.0;0.0;0.0;3;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;12.0;0.0;17.0;100.0;0.0;0.0;72.0;44.0;2.0;0.0;0.0;0.0;14.0;3.0;0;0;0;0;0.0;0.0;0;1.0;0.0;0.0;
Dejan Kulusevski;21;se SWE;RW;23-110;90;0;0;0;0;3;0;0;0;67.0;4.0;1;0.0;0.0;0.0;0.1;5.0;0.0;49.0;60.0;81.7;3.0;51.0;4.0;1.0;1.0;597.0;70.0;37.0;41.0;90.2;10.0;15.0;66.7;1.0;2.0;50.0;0.4;1.0;0.0;2.0;0.0;60.0;0.0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;1.0;1.0;2.0;1.0;3.0;33.3;2.0;0.0;0.0;5.0;0.0;0.0;0.0;3.0;15.0;51.0;5.0;67.0;100.0;0.0;0.0;358.0;142.0;1.0;1.0;1.0;0.0;53.0;11.0;0;1;1;0;0.0;0.0;0;6.0;0.0;1.0;0.0
James Maddison;10;eng ENG;AM;26-263;90;0;2;0;0;2;1;1;0;84.0;1.0;1;0.0;0.1;0.1;0.9;8.0;3.0;58.0;75.0;77.3;7.0;68.0;1.0;2.0;0.0;939.0;181.0;30.0;31.0;96.8;23.0;29.0;79.3;4.0;13.0;30.8;0.9;6.0;6.0;2.0;0.0;66.0;9.0;2.0;1.0;0.0;12;0.0;6.0;4.0;2.0;0.0;0.0;0.0;0;0.0;1.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;3.0;31.0;50.0;2.0;84.0;0.0;1.0;50.0;300.0;106.0;4.0;1.0;1.0;2.0;71.0;8.0;0;3;2;0;0.0;0.0;0;3.0;1.0;1.0;50.0
Yves Bissouma;8;ml MLI;DM;26-348;90;0;0;0;0;3;0;0;0;130.0;3.0;4;1.0;0.0;0.0;0.0;3.0;0.0;107.0;116.0;92.2;10.0;108.0;4.0;6.0;5.0;1479.0;540.0;66.0;68.0;97.1;33.0;37.0;89.2;1.0;2.0;50.0;0.1;1.0;13.0;0.0;0.0;110.0;6.0;6.0;1.0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;0.0;3.0;0.0;1.0;1.0;100.0;0.0;0.0;1.0;7.0;2.0;0.0;3.0;19.0;79.0;36.0;1.0;130.0;83.3;1.0;16.7;537.0;283.0;7.0;1.0;0.0;0.0;102.0;0.0;0;2;1;0;0.0;0.0;0;7.0;0.0;1.0;0.0
Oliver Skipp;4;eng ENG;DM;22-331;74;0;0;0;0;0;0;1;0;47.0;1.0;0;2.0;0.0;0.0;0.0;0.0;0.0;37.0;39.0;94.9;3.0;33.0;0.0;0.0;0.0;426.0;87.0;26.0;26.0;100.0;9.0;10.0;90.0;0.0;0.0;;0.0;0.0;7.0;0.0;0.0;38.0;1.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0.0;1.0;0.0;0.0;0.0;;0.0;0.0;2.0;1.0;0.0;0.0;0.0;4.0;26.0;17.0;2.0;47.0;;0.0;;101.0;49.0;0.0;0.0;3.0;0.0;36.0;4.0;0;1;1;0;0.0;0.0;0;1.0;0.0;3.0;0.0
   Pape Matar Sarr;29;sn SEN;DM;20-333;16;0;0;0;0;1;1;0;0;21.0;0.0;0;1.0;0.1;0.1;0.0;0.0;0.0;19.0;19.0;100.0;0.0;15.0;0.0;0.0;0.0;214.0;24.0;13.0;13.0;100.0;4.0;4.0;100.0;0.0;0.0;;0.0;0.0;2.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2.0;12.0;7.0;1.0;21.0;;0.0;;68.0;37.0;1.0;0.0;0.0;0.0;17.0;1.0;0;0;0;0;0.0;0.0;0;1.0;1.0;0.0;100.0
Destiny Udogie;38;it ITA;LB;20-258;90;0;0;0;0;0;0;0;0;84.0;3.0;3;0.0;0.0;0.0;0.0;4.0;1.0;65.0;72.0;90.3;6.0;63.0;6.0;3.0;0.0;814.0;184.0;43.0;46.0;93.5;19.0;21.0;90.5;0.0;0.0;;0.0;1.0;14.0;0.0;0.0;69.0;3.0;0.0;0.0;0.0;2;3.0;0.0;0.0;0.0;0.0;0.0;1.0;3;1.0;0.0;2.0;0.0;0.0;;0.0;0.0;0.0;6.0;0.0;0.0;4.0;12.0;41.0;32.0;1.0;84.0;0.0;3.0;100.0;333.0;193.0;3.0;1.0;0.0;0.0;60.0;6.0;0;2;2;0;0.0;0.0;0;5.0;0.0;1.0;0.0
Micky van de Ven;37;nl NED;CB;22-116;90;0;0;0;0;2;0;0;0;83.0;2.0;0;0.0;0.0;0.0;0.0;0.0;0.0;67.0;71.0;94.4;3.0;62.0;1.0;3.0;2.0;1078.0;273.0;36.0;37.0;97.3;28.0;29.0;96.6;2.0;2.0;100.0;0.0;0.0;9.0;0.0;0.0;67.0;4.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.0;1.0;1.0;1.0;1.0;100.0;0.0;0.0;0.0;2.0;5.0;0.0;9.0;25.0;50.0;9.0;2.0;83.0;66.7;0.0;0.0;189.0;83.0;2.0;0.0;1.0;0.0;57.0;0.0;0;0;1;0;0.0;0.0;0;6.0;4.0;1.0;80.0
Cristian Romero;17;ar ARG;CB;25-108;13;1;0;0;0;1;1;0;0;10.0;0.0;0;0.0;0.6;0.6;0.0;0.0;0.0;8.0;8.0;100.0;1.0;7.0;0.0;0.0;0.0;143.0;48.0;4.0;4.0;100.0;4.0;4.0;100.0;0.0;0.0;;0.0;0.0;2.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4.0;5.0;1.0;1.0;10.0;;0.0;;19.0;6.0;0.0;0.0;0.0;0.0;7.0;0.0;0;0;0;0;0.0;0.0;0;1.0;0.0;1.0;0.0
   Davinson Sánchez;6;co COL;CB;27-062;77;0;0;0;0;1;0;1;0;83.0;0.0;1;3.0;0.1;0.1;0.0;1.0;0.0;68.0;75.0;90.7;2.0;68.0;0.0;0.0;0.0;1045.0;377.0;37.0;38.0;97.4;27.0;29.0;93.1;3.0;6.0;50.0;0.0;0.0;13.0;0.0;0.0;73.0;2.0;1.0;0.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;2.0;1.0;1.0;2.0;0.0;8.0;24.0;45.0;14.0;1.0;83.0;;0.0;;238.0;80.0;2.0;0.0;1.0;0.0;66.0;0.0;0;2;1;0;0.0;0.0;0;4.0;3.0;1.0;75.0
